spread_id,split,technical_grade,style_grade,spread_type,is_solo,is_front,is_terminal,page_role,left_page,right_page,n_pages_in_spread,edition_page_count,page_position_frac,edition_item_count,edition_word_count_total,edition_word_count_mean,edition_brief_frac,edition_standard_frac,edition_template_entropy,edition_image_count_total,edition_source_count,edition_section_count,est_item_count,est_items_per_page,est_word_count,est_words_per_page,est_word_count_mean,est_brief_count,est_standard_count,est_image_count,est_source_count,d3_image_fraction,d5_fill_fraction,d7_template_entropy,d8_word_count_cv,anchor_strength,d2_orphans,d2_widows,d4_col_balance,d6_dead_space
s-041-007,train,3,2,spread,0,0,0,interior,12,13,2,25,0.458333,47,16949,360.62,0.531915,0.468085,0.997059,0,15,3,3,1.5,1355.92,677.96,451.97,0,3,0,3,0.0,0.322636,0.0,0.531845,1.741481,0,0,98.2,0.0
s-070-003,train,6,4,spread,0,0,0,interior,4,5,2,18,0.176471,47,17677,376.11,0.297872,0.702128,0.878674,0,12,3,6,3.0,1964.11,982.05,327.35,0,6,0,3,0.0,0.757911,0.0,1.353716,4.021455,0,0,69.9,0.0
s-082-006,train,2,1,spread,0,0,0,interior,10,11,2,20,0.473684,29,31968,1102.34,0.344828,0.655172,0.929364,0,13,3,3,1.5,3196.8,1598.4,1065.6,0,3,0,3,0.0,0.198633,0.0,1.111817,2.572193,1,0,432.8,0.0
s-070-002,train,6,4,spread,0,0,0,interior,2,3,2,18,0.058824,47,17677,376.11,0.297872,0.702128,0.878674,0,12,3,7,3.5,1964.11,982.05,280.59,0,7,0,2,0.0,0.617846,0.0,1.548902,4.789853,0,0,32.8,0.0
s-049-003,train,6,3,spread,0,0,0,interior,4,5,2,26,0.12,35,33982,970.91,0.285714,0.714286,0.863121,0,11,2,4,2.0,2614.0,1307.0,653.5,0,4,0,3,0.0,0.643298,0.0,0.494161,1.824537,0,0,126.71,0.0
s-017-001,train,2,2,solo,1,1,0,front,1,1,1,23,0.0,35,19085,545.29,0.371429,0.628571,0.951763,0,12,3,1,1.0,829.78,829.78,829.78,0,1,0,1,0.0,0.060971,0.0,0.0,1.0,1,0,31.75,0.035942
s-052-004,train,4,3,spread,0,0,1,terminal,6,7,2,7,0.833333,35,10547,301.34,0.8,0.2,0.721928,0,4,2,2,1.0,3013.43,1506.71,1506.71,1,1,0,2,0.0,0.464249,1.0,0.993067,1.993067,0,0,377.74,0.033095
s-060-004,train,6,3,spread,0,0,0,interior,6,7,2,25,0.208333,35,26345,752.71,0.285714,0.714286,0.863121,0,12,3,1,0.5,2107.6,1053.8,2107.6,0,1,0,1,0.0,0.66897,0.0,0.0,1.0,0,0,345.0,0.0
s-042-002,train,6,3,spread,0,0,0,interior,2,3,2,31,0.033333,41,24822,605.41,0.317073,0.682927,0.90117,0,12,3,3,1.5,1601.42,800.71,533.81,0,3,0,2,0.0,0.703662,0.0,0.142845,1.186591,0,0,41.6,0.0
s-031-010,train,6,3,spread,0,0,0,interior,18,19,2,38,0.459459,47,48097,1023.34,0.234043,0.765957,0.784992,0,19,3,4,2.0,2531.42,1265.71,632.86,0,4,0,4,0.0,0.765529,0.0,0.555962,1.673068,0,0,23.4,0.0
s-059-004,train,7,4,spread,0,0,0,interior,6,7,2,21,0.25,35,18827,537.91,0.057143,0.942857,0.315997,0,9,3,2,1.0,1793.05,896.52,896.52,0,2,0,2,0.0,0.743641,0.0,0.712269,1.712269,0,0,50.5,0.0
s-015-007,train,6,3,spread,0,0,0,interior,12,13,2,31,0.366667,35,32377,925.06,0.142857,0.857143,0.591673,0,13,3,3,1.5,2088.84,1044.42,696.28,0,3,0,3,0.0,0.787161,0.0,0.478042,1.669264,0,0,49.94,0.0
s-057-003,train,6,3,spread,0,0,0,interior,4,5,2,32,0.096774,41,23394,570.59,0.219512,0.780488,0.759276,0,13,3,2,1.0,1462.12,731.06,731.06,0,2,0,2,0.0,0.626344,0.0,0.251564,1.251564,0,0,278.1,0.0
s-089-002,train,5,2,spread,0,0,0,interior,2,3,2,10,0.111111,17,8740,514.12,0.470588,0.529412,0.997503,0,8,2,2,1.0,1748.0,874.0,874.0,0,2,0,2,0.0,0.676364,0.0,0.467875,1.467875,0,0,98.2,0.0
s-096-004,train,6,4,spread,0,0,0,interior,6,7,2,29,0.178571,47,30056,639.49,0.446809,0.553191,0.991821,0,14,3,4,2.0,2072.83,1036.41,518.21,0,4,0,4,0.0,0.842991,0.0,0.330459,1.34322,0,0,46.1,0.0
s-044-002,val,6,3,spread,0,0,0,interior,2,3,2,32,0.032258,47,49031,1043.21,0.425532,0.574468,0.983939,0,13,3,5,2.5,3064.44,1532.22,612.89,0,5,0,3,0.0,0.712143,0.0,0.267946,1.417988,0,0,67.0,0.0
s-087-003,train,6,4,spread,0,0,0,interior,4,5,2,21,0.15,47,10236,217.79,0.297872,0.702128,0.878674,0,6,1,5,2.5,974.86,487.43,194.97,2,3,0,2,0.0,0.478532,0.970951,0.963591,2.906589,0,0,329.7,0.0
s-057-012,train,6,3,spread,0,0,0,interior,22,23,2,32,0.677419,41,23394,570.59,0.219512,0.780488,0.759276,0,13,3,5,2.5,1462.12,731.06,292.42,0,5,0,3,0.0,0.355073,0.0,0.82382,2.51551,0,0,151.7,0.0
s-063-006,train,7,5,spread,0,0,0,interior,10,11,2,14,0.692308,35,14308,408.8,0.314286,0.685714,0.898059,0,11,3,6,3.0,2044.0,1022.0,340.67,0,6,0,3,0.0,0.557765,0.0,1.10638,3.343407,0,0,455.06,0.0
s-060-010,train,3,2,spread,0,0,0,interior,18,19,2,25,0.708333,35,26345,752.71,0.285714,0.714286,0.863121,0,12,3,3,1.5,2107.6,1053.8,702.53,0,3,0,3,0.0,0.640358,0.0,0.447789,1.485251,0,0,211.2,0.0
