spread_id,split,technical_grade,style_grade,spread_type,is_solo,is_front,is_terminal,page_role,left_page,right_page,n_pages_in_spread,edition_page_count,page_position_frac,edition_item_count,edition_word_count_total,edition_word_count_mean,edition_brief_frac,edition_standard_frac,edition_template_entropy,edition_image_count_total,edition_source_count,edition_section_count,est_item_count,est_items_per_page,est_word_count,est_words_per_page,est_word_count_mean,est_brief_count,est_standard_count,est_image_count,est_source_count,d3_image_fraction,d5_fill_fraction,d7_template_entropy,d8_word_count_cv,anchor_strength,d2_orphans,d2_widows,d4_col_balance,d6_dead_space
s-071-012,train,4,3,spread,0,0,0,interior,22,23,2,30,0.724138,41,23371,570.02,0.243902,0.756098,0.80147,0,10,2,5,2.5,1558.07,779.03,311.61,0,5,0,3,0.0,0.399904,0.0,0.351541,1.43409,0,0,408.34,0.0
s-079-015,val,3,2,spread,0,0,0,interior,28,29,2,43,0.642857,47,39450,839.36,0.06383,0.93617,0.342464,0,11,2,3,1.5,1834.88,917.44,611.63,0,3,0,3,0.0,0.714179,0.0,0.601718,1.65119,0,0,110.26,0.0
s-037-012,train,6,3,spread,0,0,0,interior,22,23,2,28,0.777778,29,31100,1072.41,0.137931,0.862069,0.578795,0,12,4,4,2.0,2221.43,1110.71,555.36,0,4,0,3,0.0,0.711998,0.0,0.790387,2.169524,0,0,38.6,0.0
s-004-001,train,2,2,solo,1,1,0,front,1,1,1,20,0.0,29,38613,1331.48,0.413793,0.586207,0.978449,0,13,3,1,1.0,1930.65,1930.65,1930.65,0,1,0,1,0.0,0.030461,0.0,0.0,1.0,1,0,0.0,0.060046
s-016-006,val,3,2,spread,0,0,0,interior,10,11,2,15,0.642857,29,20808,717.52,0.448276,0.551724,0.992267,0,10,2,5,2.5,2774.4,1387.2,554.88,0,5,0,5,0.0,0.21803,0.0,1.369641,3.649393,0,0,395.64,0.0
s-040-004,train,6,3,spread,0,0,0,interior,6,7,2,24,0.217391,47,32454,690.51,0.489362,0.510638,0.999673,0,11,2,4,2.0,2704.5,1352.25,676.12,0,4,0,4,0.0,0.726009,0.0,0.608205,1.867805,0,0,28.2,0.0
s-051-005,val,3,2,spread,0,0,0,interior,8,9,2,24,0.304348,23,89368,3885.57,0.086957,0.913043,0.426229,0,8,1,5,2.5,7447.33,3723.66,1489.47,0,5,0,4,0.0,0.659273,0.0,0.727174,2.01755,0,0,334.6,0.0
s-007-015,train,5,3,spread,0,0,0,interior,28,29,2,33,0.84375,47,38820,825.96,0.382979,0.617021,0.960119,0,13,3,4,2.0,2352.73,1176.37,588.18,0,4,0,3,0.0,0.643283,0.0,0.521461,1.483407,0,0,501.2,0.0
s-060-001,val,2,2,solo,1,1,0,front,1,1,1,25,0.0,35,26345,752.71,0.285714,0.714286,0.863121,0,12,3,1,1.0,1053.8,1053.8,1053.8,0,1,0,1,0.0,0.046552,0.0,0.0,1.0,1,0,0.0,0.060046
s-050-001,train,2,2,solo,1,1,0,front,1,1,1,11,0.0,23,9097,395.52,0.391304,0.608696,0.965636,0,10,2,3,3.0,827.0,827.0,275.67,0,3,0,3,0.0,0.056824,0.0,0.852621,2.19026,1,0,31.75,0.037789
s-010-002,train,6,4,spread,0,0,0,interior,2,3,2,13,0.083333,17,12215,718.53,0.235294,0.764706,0.787127,0,8,1,4,2.0,1879.23,939.62,469.81,1,3,0,3,0.0,0.682986,0.811278,0.803493,1.988812,0,0,342.0,0.0
s-062-004,train,6,5,spread,0,0,1,terminal,6,7,2,7,0.833333,23,9363,407.09,0.478261,0.521739,0.998636,0,7,2,16,8.0,2675.14,1337.57,167.2,7,9,0,6,0.0,0.606751,0.988699,1.102558,4.190598,0,0,162.19,0.038941
s-036-002,train,6,3,spread,0,0,0,interior,2,3,2,8,0.142857,29,6088,209.93,0.655172,0.344828,0.929364,0,10,3,1,0.5,1522.0,761.0,1522.0,0,1,0,1,0.0,0.39797,0.0,0.0,1.0,1,0,59.5,0.0
s-065-009,train,6,3,spread,0,0,0,interior,16,17,2,21,0.75,29,26950,929.31,0.310345,0.689655,0.893571,0,7,1,1,0.5,2566.67,1283.34,2566.67,0,1,0,1,0.0,0.425268,0.0,0.0,1.0,0,0,60.06,0.0
s-047-003,train,6,3,spread,0,0,0,interior,4,5,2,20,0.157895,35,20300,580.0,0.142857,0.857143,0.591673,0,8,1,4,2.0,2030.0,1015.0,507.5,0,4,0,4,0.0,0.74471,0.0,0.722674,1.910195,0,0,32.7,0.0
s-096-001,train,2,2,solo,1,1,0,front,1,1,1,29,0.0,47,30056,639.49,0.446809,0.553191,0.991821,0,14,3,2,2.0,1036.41,1036.41,518.21,0,2,0,2,0.0,0.052497,0.0,0.767217,1.767217,1,0,0.0,0.060046
s-074-002,train,6,4,spread,0,0,0,interior,2,3,2,21,0.05,41,11076,270.15,0.243902,0.756098,0.80147,0,8,2,5,2.5,1054.86,527.43,210.97,0,5,0,4,0.0,0.778523,0.0,0.790075,2.174403,0,0,5.3,0.0
s-041-007,train,3,2,spread,0,0,0,interior,12,13,2,25,0.458333,47,16949,360.62,0.531915,0.468085,0.997059,0,15,3,3,1.5,1355.92,677.96,451.97,0,3,0,3,0.0,0.322636,0.0,0.531845,1.741481,0,0,98.2,0.0
s-070-003,train,6,4,spread,0,0,0,interior,4,5,2,18,0.176471,47,17677,376.11,0.297872,0.702128,0.878674,0,12,3,6,3.0,1964.11,982.05,327.35,0,6,0,3,0.0,0.757911,0.0,1.353716,4.021455,0,0,69.9,0.0
s-082-006,train,2,1,spread,0,0,0,interior,10,11,2,20,0.473684,29,31968,1102.34,0.344828,0.655172,0.929364,0,13,3,3,1.5,3196.8,1598.4,1065.6,0,3,0,3,0.0,0.198633,0.0,1.111817,2.572193,1,0,432.8,0.0
s-070-002,train,6,4,spread,0,0,0,interior,2,3,2,18,0.058824,47,17677,376.11,0.297872,0.702128,0.878674,0,12,3,7,3.5,1964.11,982.05,280.59,0,7,0,2,0.0,0.617846,0.0,1.548902,4.789853,0,0,32.8,0.0
s-049-003,train,6,3,spread,0,0,0,interior,4,5,2,26,0.12,35,33982,970.91,0.285714,0.714286,0.863121,0,11,2,4,2.0,2614.0,1307.0,653.5,0,4,0,3,0.0,0.643298,0.0,0.494161,1.824537,0,0,126.71,0.0
s-017-001,val,2,2,solo,1,1,0,front,1,1,1,23,0.0,35,19085,545.29,0.371429,0.628571,0.951763,0,12,3,1,1.0,829.78,829.78,829.78,0,1,0,1,0.0,0.060971,0.0,0.0,1.0,1,0,31.75,0.035942
s-052-004,train,4,3,spread,0,0,1,terminal,6,7,2,7,0.833333,35,10547,301.34,0.8,0.2,0.721928,0,4,2,2,1.0,3013.43,1506.71,1506.71,1,1,0,2,0.0,0.464249,1.0,0.993067,1.993067,0,0,377.74,0.033095
s-060-004,train,6,3,spread,0,0,0,interior,6,7,2,25,0.208333,35,26345,752.71,0.285714,0.714286,0.863121,0,12,3,1,0.5,2107.6,1053.8,2107.6,0,1,0,1,0.0,0.66897,0.0,0.0,1.0,0,0,345.0,0.0
s-042-002,train,6,3,spread,0,0,0,interior,2,3,2,31,0.033333,41,24822,605.41,0.317073,0.682927,0.90117,0,12,3,3,1.5,1601.42,800.71,533.81,0,3,0,2,0.0,0.703662,0.0,0.142845,1.186591,0,0,41.6,0.0
s-031-010,train,6,3,spread,0,0,0,interior,18,19,2,38,0.459459,47,48097,1023.34,0.234043,0.765957,0.784992,0,19,3,4,2.0,2531.42,1265.71,632.86,0,4,0,4,0.0,0.765529,0.0,0.555962,1.673068,0,0,23.4,0.0
s-059-004,train,7,4,spread,0,0,0,interior,6,7,2,21,0.25,35,18827,537.91,0.057143,0.942857,0.315997,0,9,3,2,1.0,1793.05,896.52,896.52,0,2,0,2,0.0,0.743641,0.0,0.712269,1.712269,0,0,50.5,0.0
s-015-007,train,6,3,spread,0,0,0,interior,12,13,2,31,0.366667,35,32377,925.06,0.142857,0.857143,0.591673,0,13,3,3,1.5,2088.84,1044.42,696.28,0,3,0,3,0.0,0.787161,0.0,0.478042,1.669264,0,0,49.94,0.0
s-057-003,train,6,3,spread,0,0,0,interior,4,5,2,32,0.096774,41,23394,570.59,0.219512,0.780488,0.759276,0,13,3,2,1.0,1462.12,731.06,731.06,0,2,0,2,0.0,0.626344,0.0,0.251564,1.251564,0,0,278.1,0.0
s-089-002,val,5,2,spread,0,0,0,interior,2,3,2,10,0.111111,17,8740,514.12,0.470588,0.529412,0.997503,0,8,2,2,1.0,1748.0,874.0,874.0,0,2,0,2,0.0,0.676364,0.0,0.467875,1.467875,0,0,98.2,0.0
s-096-004,train,6,4,spread,0,0,0,interior,6,7,2,29,0.178571,47,30056,639.49,0.446809,0.553191,0.991821,0,14,3,4,2.0,2072.83,1036.41,518.21,0,4,0,4,0.0,0.842991,0.0,0.330459,1.34322,0,0,46.1,0.0
s-044-002,train,6,3,spread,0,0,0,interior,2,3,2,32,0.032258,47,49031,1043.21,0.425532,0.574468,0.983939,0,13,3,5,2.5,3064.44,1532.22,612.89,0,5,0,3,0.0,0.712143,0.0,0.267946,1.417988,0,0,67.0,0.0
s-087-003,train,6,4,spread,0,0,0,interior,4,5,2,21,0.15,47,10236,217.79,0.297872,0.702128,0.878674,0,6,1,5,2.5,974.86,487.43,194.97,2,3,0,2,0.0,0.478532,0.970951,0.963591,2.906589,0,0,329.7,0.0
s-057-012,val,6,3,spread,0,0,0,interior,22,23,2,32,0.677419,41,23394,570.59,0.219512,0.780488,0.759276,0,13,3,5,2.5,1462.12,731.06,292.42,0,5,0,3,0.0,0.355073,0.0,0.82382,2.51551,0,0,151.7,0.0
s-063-006,val,7,5,spread,0,0,0,interior,10,11,2,14,0.692308,35,14308,408.8,0.314286,0.685714,0.898059,0,11,3,6,3.0,2044.0,1022.0,340.67,0,6,0,3,0.0,0.557765,0.0,1.10638,3.343407,0,0,455.06,0.0
s-060-010,train,3,2,spread,0,0,0,interior,18,19,2,25,0.708333,35,26345,752.71,0.285714,0.714286,0.863121,0,12,3,3,1.5,2107.6,1053.8,702.53,0,3,0,3,0.0,0.640358,0.0,0.447789,1.485251,0,0,211.2,0.0
s-001-004,val,7,5,spread,0,0,0,interior,6,7,2,20,0.263158,47,8092,172.17,0.255319,0.744681,0.8196,0,6,2,4,2.0,809.2,404.6,202.3,0,4,0,2,0.0,0.432426,0.0,0.19831,1.298429,0,0,46.1,0.045741
s-002-004,val,3,2,spread,0,0,0,interior,6,7,2,13,0.416667,47,7559,160.83,0.595745,0.404255,0.973385,0,12,4,2,1.0,1162.92,581.46,581.46,0,2,0,2,0.0,0.444758,0.0,0.754902,1.754902,0,0,511.6,0.0
s-003-014,train,3,3,spread,0,0,0,interior,26,27,2,28,0.925926,47,32451,690.45,0.276596,0.723404,0.850771,0,13,3,4,2.0,2317.93,1158.96,579.48,0,4,0,4,0.0,0.416161,0.0,0.718675,2.166173,1,0,49.05,0.242405
s-005-004,train,5,4,spread,0,0,1,terminal,6,7,2,7,0.833333,17,9236,543.29,0.529412,0.470588,0.997503,0,7,1,6,3.0,2638.86,1319.43,439.81,4,2,0,2,0.0,0.508905,0.918296,1.977415,5.420498,0,0,380.76,0.135794
s-008-005,train,7,6,spread,0,0,0,interior,8,9,2,17,0.4375,17,16412,965.41,0.058824,0.941176,0.322757,0,8,1,1,0.5,1930.82,965.41,1930.82,0,1,0,1,0.0,0.638121,0.0,0.0,1.0,0,0,397.1,0.0
s-011-010,train,2,2,spread,0,0,1,terminal,18,19,2,19,0.944444,23,15248,662.96,0.26087,0.73913,0.828056,0,7,2,5,2.5,1605.05,802.52,321.01,2,3,0,5,0.0,0.344773,0.970951,1.035393,2.678804,0,0,228.9,0.0
s-013-001,val,2,2,solo,1,1,0,front,1,1,1,18,0.0,47,14344,305.19,0.382979,0.617021,0.960119,0,14,3,4,4.0,796.89,796.89,199.22,0,4,0,2,0.0,0.043544,0.0,0.641627,2.110497,1,0,0.0,0.060046
s-018-008,train,4,3,spread,0,0,0,interior,14,15,2,23,0.590909,35,24172,690.63,0.342857,0.657143,0.927527,0,12,3,3,1.5,2101.91,1050.95,700.64,0,3,0,3,0.0,0.380715,0.0,0.510791,1.38025,1,0,63.9,0.0
s-019-003,train,6,3,spread,0,0,0,interior,4,5,2,12,0.272727,17,6556,385.65,0.117647,0.882353,0.522559,0,4,2,3,1.5,1092.67,546.34,364.22,1,2,0,2,0.0,0.391027,0.918296,1.001853,2.414516,0,0,11.9,0.0
s-022-001,train,4,3,solo,1,1,0,front,1,1,1,10,0.0,47,7277,154.83,0.723404,0.276596,0.850771,0,10,3,5,5.0,727.7,727.7,145.54,0,5,0,2,0.0,0.252908,0.0,0.19264,1.343085,1,0,51.47,0.056953
s-023-001,train,2,2,solo,1,1,0,front,1,1,1,4,0.0,29,2308,79.59,0.551724,0.448276,0.992267,0,7,1,6,6.0,577.0,577.0,96.17,2,4,0,2,0.0,0.064842,0.918296,0.241401,1.282137,0,0,0.0,0.060046
s-025-002,train,7,5,spread,0,0,0,interior,2,3,2,21,0.05,41,23572,574.93,0.390244,0.609756,0.964957,0,9,3,1,0.5,2244.95,1122.47,2244.95,0,1,0,1,0.0,0.832521,0.0,0.0,1.0,0,0,117.5,0.048435
s-028-002,train,5,3,spread,0,0,0,interior,2,3,2,6,0.2,23,5350,232.61,0.695652,0.304348,0.886541,0,8,2,4,2.0,1783.33,891.66,445.83,2,2,0,3,0.0,0.77316,1.0,0.913364,2.138655,0,0,77.66,0.0
s-029-001,val,5,4,solo,1,1,0,front,1,1,1,5,0.0,35,2074,59.26,0.857143,0.142857,0.591673,0,4,2,10,10.0,414.8,414.8,41.48,9,1,0,1,0.0,0.230987,0.468996,0.975127,3.867925,0,0,46.1,0.130653
s-033-009,train,5,4,spread,0,0,0,interior,16,17,2,34,0.454545,47,29006,617.15,0.319149,0.680851,0.903454,0,12,3,5,2.5,1706.24,853.12,341.25,0,5,0,5,0.0,0.381696,0.0,0.947032,2.843624,0,0,47.6,0.0
s-034-006,val,5,5,spread,0,0,0,interior,10,11,2,15,0.642857,17,40597,2388.06,0.235294,0.764706,0.787127,0,7,1,5,2.5,5412.93,2706.47,1082.59,1,4,0,3,0.0,0.683523,0.721928,1.045494,2.711273,0,0,130.9,0.0
s-035-001,train,2,2,solo,1,1,0,front,1,1,1,19,0.0,23,14357,624.22,0.304348,0.695652,0.886541,0,5,1,1,1.0,755.63,755.63,755.63,0,1,0,1,0.0,0.037065,0.0,0.0,1.0,1,0,0.0,0.060046
s-038-007,train,5,3,spread,0,0,0,interior,12,13,2,30,0.37931,47,42597,906.32,0.446809,0.553191,0.991821,0,11,2,2,1.0,2839.8,1419.9,1419.9,0,2,0,2,0.0,0.741663,0.0,0.025597,1.025597,0,0,81.16,0.0
s-043-003,train,2,2,spread,0,0,0,interior,4,5,2,6,0.6,23,4875,211.96,0.782609,0.217391,0.755375,0,8,3,7,3.5,1625.0,812.5,232.14,6,1,0,5,0.0,0.468852,0.591673,1.864003,5.563016,1,0,73.83,0.153303
s-045-005,train,6,5,spread,0,0,0,interior,8,9,2,12,0.636364,29,8883,306.31,0.482759,0.517241,0.999142,0,13,4,3,1.5,1480.5,740.25,493.5,0,3,0,3,0.0,0.476409,0.0,1.146053,2.620511,0,0,420.9,0.0
s-046-003,train,6,4,spread,0,0,0,interior,4,5,2,8,0.428571,17,9107,535.71,0.529412,0.470588,0.997503,0,9,3,4,2.0,2276.75,1138.38,569.19,0,4,0,3,0.0,0.56841,0.0,0.706509,2.146106,0,0,10.2,0.0
s-053-003,train,3,2,spread,0,0,0,interior,4,5,2,16,0.2,41,9446,230.39,0.317073,0.682927,0.90117,0,8,1,4,2.0,1180.75,590.38,295.19,2,2,0,3,0.0,0.255197,1.0,1.486975,3.575194,0,0,13.9,0.0
s-054-012,train,3,2,spread,0,0,0,interior,22,23,2,25,0.875,47,26536,564.6,0.489362,0.510638,0.999673,0,10,2,4,2.0,2122.88,1061.44,530.72,0,4,0,3,0.0,0.302028,0.0,1.090684,2.875694,2,0,394.44,0.040685
s-056-006,train,2,2,spread,0,0,0,interior,10,11,2,12,0.818182,35,7649,218.54,0.714286,0.285714,0.863121,0,12,4,16,8.0,1274.83,637.41,79.68,14,2,0,7,0.0,0.406069,0.543564,2.469037,10.501139,1,0,131.85,0.021243
s-058-004,train,2,2,spread,0,0,0,interior,6,7,2,8,0.714286,17,5549,326.41,0.647059,0.352941,0.936667,0,5,1,7,3.5,1387.25,693.62,198.18,4,3,0,5,0.0,0.578981,0.985228,1.07802,2.91581,0,0,333.08,0.0
s-061-001,val,5,4,solo,1,1,0,front,1,1,1,23,0.0,23,28776,1251.13,0.086957,0.913043,0.426229,0,11,3,2,2.0,1251.13,1251.13,625.57,0,2,0,2,0.0,0.24385,0.0,0.839885,1.839885,1,0,51.47,0.075459
s-066-001,train,7,6,solo,1,1,0,front,1,1,1,6,0.0,17,2679,157.59,0.529412,0.470588,0.997503,0,8,2,2,2.0,446.5,446.5,223.25,0,2,0,2,0.0,0.364857,0.0,0.242507,1.242507,0,0,637.29,0.014644
s-067-001,train,4,3,solo,1,1,0,front,1,1,1,3,0.0,17,1090,64.12,0.823529,0.176471,0.672295,0,4,2,6,6.0,363.33,363.33,60.55,5,1,0,2,0.0,0.16788,0.650022,0.44575,1.716495,0,0,92.62,0.008875
s-075-003,train,7,6,spread,0,0,0,interior,4,5,2,8,0.428571,23,3811,165.7,0.434783,0.565217,0.987693,0,5,1,5,2.5,952.75,476.38,190.55,1,4,0,2,0.0,0.477223,0.721928,0.728909,1.888674,0,0,609.8,0.0
s-076-001,train,2,2,solo,1,1,0,front,1,1,1,12,0.0,23,10629,462.13,0.521739,0.478261,0.998636,0,9,2,3,3.0,885.75,885.75,295.25,0,3,0,3,0.0,0.062295,0.0,0.440066,1.343857,1,0,31.75,0.035352
s-077-005,train,2,2,spread,0,0,1,terminal,8,9,2,9,0.875,29,5790,199.66,0.655172,0.344828,0.929364,0,9,2,21,10.5,1286.67,643.34,61.27,19,2,0,6,0.0,0.389771,0.453716,0.418633,1.981132,0,0,94.45,0.060651
s-080-002,train,7,6,spread,0,0,0,interior,2,3,2,22,0.047619,41,23795,580.37,0.560976,0.439024,0.989245,0,11,2,3,1.5,2163.18,1081.59,721.06,0,3,0,3,0.0,0.815547,0.0,0.185871,1.238265,0,0,60.06,0.0
s-081-008,train,2,2,spread,0,0,1,terminal,14,15,2,15,0.928571,29,19106,658.83,0.413793,0.586207,0.978449,0,12,3,16,8.0,2547.47,1273.73,159.22,12,4,0,6,0.0,0.279802,0.811278,2.03906,6.555309,0,0,94.45,0.132573
s-090-010,train,6,4,spread,0,0,0,interior,18,19,2,44,0.395349,47,53621,1140.87,0.085106,0.914894,0.419921,0,15,3,6,3.0,2437.32,1218.66,406.22,0,6,0,4,0.0,0.643586,0.0,1.586776,4.539985,0,0,175.5,0.0
s-091-002,train,7,5,spread,0,0,0,interior,2,3,2,7,0.166667,29,3915,135.0,0.862069,0.137931,0.578795,0,9,2,2,1.0,1118.57,559.28,559.28,0,2,0,1,0.0,0.72958,0.0,0.159672,1.159672,0,0,32.7,0.0
s-092-001,train,2,2,solo,1,1,0,front,1,1,1,7,0.0,41,5477,133.59,0.902439,0.097561,0.461216,0,13,2,2,2.0,782.43,782.43,391.21,0,2,0,2,0.0,0.045611,0.0,0.882606,1.882606,1,0,0.0,0.060046
s-093-004,train,2,2,spread,0,0,0,interior,6,7,2,8,0.714286,23,18807,817.7,0.782609,0.217391,0.755375,0,9,2,1,0.5,4701.75,2350.88,4701.75,0,1,0,1,0.0,0.512089,0.0,0.0,1.0,2,0,425.86,0.132824
s-094-003,val,2,2,spread,0,0,0,interior,4,5,2,6,0.6,17,2245,132.06,0.764706,0.235294,0.787127,0,7,1,5,2.5,748.33,374.17,149.67,3,2,0,5,0.0,0.684257,0.970951,1.117165,2.837573,0,0,374.8,0.0
s-097-008,val,3,2,spread,0,0,0,interior,14,15,2,17,0.8125,17,16665,980.29,0.117647,0.882353,0.522559,0,9,2,2,1.0,1960.59,980.29,980.29,0,2,0,2,0.0,0.310315,0.0,0.204066,1.204066,0,0,56.56,0.0
s-098-001,train,2,2,solo,1,1,0,front,1,1,1,10,0.0,41,17556,428.2,0.609756,0.390244,0.964957,0,7,1,19,19.0,1755.6,1755.6,92.4,14,5,0,3,0.0,0.065441,0.831474,0.480132,1.878652,1,0,31.75,0.033951
s-027-005,train,6,5,spread,0,0,0,interior,8,9,2,39,0.184211,41,45864,1118.63,0.0,1.0,0.0,0,7,2,1,0.5,2352.0,1176.0,2352.0,0,1,0,1,0.0,0.692145,0.0,0.0,1.0,0,0,182.9,0.0
s-079-001,train,2,2,solo,1,1,0,front,1,1,1,43,0.0,47,39450,839.36,0.06383,0.93617,0.342464,0,11,2,2,2.0,917.44,917.44,458.72,0,2,0,2,0.0,0.06124,0.0,0.430585,1.430585,1,0,31.75,0.035822
s-031-009,val,6,4,spread,0,0,0,interior,16,17,2,38,0.405405,47,48097,1023.34,0.234043,0.765957,0.784992,0,19,3,3,1.5,2531.42,1265.71,843.81,0,3,0,3,0.0,0.725,0.0,0.328009,1.290386,0,0,178.5,0.0
s-083-011,train,3,2,spread,0,0,0,interior,20,21,2,36,0.542857,47,34987,744.4,0.297872,0.702128,0.878674,0,12,4,2,1.0,1943.72,971.86,971.86,0,2,0,2,0.0,0.285244,0.0,0.38774,1.38774,0,0,452.1,0.0
s-007-017,train,2,2,spread,0,0,1,terminal,32,33,2,33,0.96875,47,38820,825.96,0.382979,0.617021,0.960119,0,13,3,20,10.0,2352.73,1176.37,117.64,18,2,0,6,0.0,0.396626,0.468996,1.725764,7.271984,0,0,96.48,0.056806
s-015-013,val,7,4,spread,0,0,0,interior,24,25,2,31,0.766667,35,32377,925.06,0.142857,0.857143,0.591673,0,13,3,5,2.5,2088.84,1044.42,417.77,0,5,0,4,0.0,0.643124,0.0,0.536708,1.95264,0,0,349.5,0.0
s-044-011,train,3,2,spread,0,0,0,interior,20,21,2,32,0.612903,47,49031,1043.21,0.425532,0.574468,0.983939,0,13,3,3,1.5,3064.44,1532.22,1021.48,0,3,0,3,0.0,0.355382,0.0,0.654005,1.9,0,0,147.2,0.0
s-048-001,train,2,2,solo,1,1,0,front,1,1,1,30,0.0,35,30636,875.31,0.114286,0.885714,0.512709,0,10,3,4,4.0,1021.2,1021.2,255.3,0,4,0,4,0.0,0.066091,0.0,0.928564,2.558052,1,0,31.75,0.033978
s-021-011,train,6,4,spread,0,0,0,interior,20,21,2,27,0.730769,35,30174,862.11,0.314286,0.685714,0.898059,0,13,3,4,2.0,2235.11,1117.56,558.78,0,4,0,2,0.0,0.585236,0.0,0.425187,1.693458,0,0,273.6,0.0
s-042-016,train,6,4,spread,0,0,1,terminal,30,31,2,31,0.966667,41,24822,605.41,0.317073,0.682927,0.90117,0,12,3,14,7.0,1601.42,800.71,114.39,13,1,0,6,0.0,0.427367,0.371232,2.617869,10.427694,2,0,594.68,0.017179
s-001-001,train,4,3,solo,1,1,0,front,1,1,1,20,0.0,47,8092,172.17,0.255319,0.744681,0.8196,0,6,2,4,4.0,404.6,404.6,101.15,1,3,0,1,0.0,0.176157,0.811278,0.25808,1.353579,1,0,29.17,0.060999
s-002-001,val,2,2,solo,1,1,0,front,1,1,1,13,0.0,47,7559,160.83,0.595745,0.404255,0.973385,0,12,4,2,2.0,581.46,581.46,290.73,0,2,0,2,0.0,0.057887,0.0,0.090643,1.090643,1,0,31.75,0.037631
s-003-001,train,2,2,solo,1,1,0,front,1,1,1,28,0.0,47,32451,690.45,0.276596,0.723404,0.850771,0,13,3,1,1.0,1158.96,1158.96,1158.96,0,1,0,1,0.0,0.055176,0.0,0.0,1.0,1,0,31.75,0.038523
